"Type","Code","Name","LEI code","Address"
"AIFM REG","A00001018","CIPIO PARTNERS S.A R.L.","","12E, rue Guillaume Kroll L-1882 Luxembourg"
"AIFM REG","A00001078","PATHENA (SCA) SICAR","222100QIHKPVM7LXQ704","2, avenue du Blues L-4368 Belvaux"
"AIFM REG","A00001088","ORIGAMI INVESTMENTS","","33A, avenue John F. Kennedy L-1855 Luxembourg"
"AIFM REG","A00001092","IDVECTOR INVESTMENT MANAGEMENT S.A R.L.","","60, avenue John F. Kennedy L-1855 Luxembourg"
"AIFM REG","A00001123","ALLSTARS CAPITAL SICAV-SIF","549300ACOQKFMTJE2P83","6A, rue Gabriel Lippmann L-5365 Munsbach"
"AIFM REG","A00001131","EMC ASSET MANAGEMENT","213800ZX822VZST6Q270","15, avenue John F. Kennedy  L-1855 Luxembourg"
"AIFM REG","A00001133","VALBONNE II","2221006QPGKF5C6VOP28","15, avenue John F. Kennedy  L-1855 Luxembourg"
"AIFM REG","A00001138","PREMIUM FUND","529900XIM0P4Y9SXAO41","30, Boulevard Royal L-2449 Luxembourg"
"AIFM REG","A00001210","SOLID TREES INVESTMENT FUND","213800HIVFVXNJXWEY18","2, rue d'Alsace L-1122 Luxembourg"
"AIFM REG","A00001233","VALTUM FUND","549300HJ622F34I1XT32","12, rue Eugène Ruppert L-2453 Luxembourg"
"AIFM REG","A00001264","ORAXYS S.A.","","26, rue Glesener L-1630 Luxembourg"
"AIFM REG","A00001265","BTOV PARTNERS S.A R.L. II","","1C, rue Gabriel Lippmann L-5365 Munsbach"
"AIFM REG","A00001274","TAUNUS GP S.À R.L.","529900BBGEWTAHBGWI09","1C, rue Gabriel Lippmann L-5365 Munsbach"
"AIFM REG","A00001299","CCA LIFE SETTLEMENTS","","15, boulevard F.W. Raiffeisen L-2411 Luxembourg"
"AIFM REG","A00001311","LUXEMBOURG FUTURE FUND","529900SO6A7KKXSG9670","15, boulevard F.W. Raiffeisen L-2411 Luxembourg"
"AIFM REG","A00001352","CROSSROADS REAL ESTATE PARTNERS S.À R.L.","549300I7C8YE2ZYINO54","7, rue Robert Stumper L-2557 Luxembourg"
"AIFM REG","A00001378","TCEE FUND III GP S.À R.L.","","8, rue Lou Hemmer L-1748 Senningerberg"
"AIFM REG","A00001395","MOZAIQUE FUND MANAGEMENT SICAV-SIF","222100NQAH0M1GXBQJ05","3, rue Gabriel Lippmann L-5365 Munsbach"
"AIFM REG","A00001396","CCFUND IV GP S.À R.L.","222100LG3OFTXN8F9C95","30, boulevard Royal L-2449 Luxembourg"
"AIFM REG","A00001399","ONE LUXURY GROUP GP S.À R.L.","549300G98CVIX4VLNU38","20, rue de la Poste L-2346 Luxembourg"
"AIFM REG","A00001400","OCTANE CAPITAL PARTNERS MANAGEMENT (LUXEMBOURG)","529900DT6YCDIOMFMT91","1C, rue Gabriel Lippmann L-5365 Munsbach"
"AIFM REG","A00001401","HERCULES MANAGER","","5, rue Jean Monnet L-2180 Luxembourg"
"AIFM REG","A00001405","EVENTUS GLOBALE WÄHRUNGSSTRATEGIE","529900HEZ434NCINUB63","2, rue d'Alsace L-1122 Luxembourg"
"AIFM REG","A00001415","ISOMER CAPITAL I GP S.AR.L.","","8, rue Lou Hemmer L-1748 Senningerberg"
"AIFM REG","A00001320","ABAC SOLUTIONS MANAGER","9845009C9B4F3A5EE883","16, rue Eugène Ruppert L-2453 Luxembourg"
"AIFM REG","A00001461","GNT INVESTMENTS SICAV-FIS","254900Z39L7R4NDBYX38","2, avenue du Blues L-4368 Belvaux"
"AIFM REG","A00001466","BENCHMARK INDEX FUND S.A., SICAV-SIF","","12, rue Eugène Ruppert L-2453 Luxembourg"
"AIFM REG","A00001501","PORTMAN SQUARE GENERAL PARTNER S.À R.L.","","412F, route d'Esch L-1471 Luxembourg"
"AIFM REG","A00001503","HOWZAT ASSET MANAGERS S.A R.L.","54930005M8V6CDYR2R42","2, place de Strasbourg L-2562 Luxembourg"
"AIFM REG","A00001509","WHITE CLOUD II GP S.A R.L.","5493006D21E68D7P3D84","17, boulevard F.W. Raiffeisen L-2411 Luxembourg"
"AIFM REG","A00001515","CRE S.À R.L.","52990015RMNY2GSF2V89","6, rue d'Arlon L-8399 Windhof"
"AIFM REG","A00001526","INCUS CAPITAL GP S.À R.L.","213800MYFMYBNLUTZT44","11-13, boulevard de la Foire L-1528 Luxembourg"
"AIFM REG","A00001530","KARMA VENTURES","222100Z7OW8VFZ5TG485","3, rue Gabriel Lippmann L-5365 Munsbach"
"AIFM REG","A00001542","EXPON CAPITAL","222100SZAE6S6BZIVM94","203, route d'Arlon L-1150 Luxembourg"
"AIFM REG","A00001543","KINDRED CAPITAL GP S.A R.L","984500E0CD03CF8EEA10","16, rue Eugène Ruppert L-2453 Luxembourg"
"AIFM REG","A00001550","C4 GP S.A.","","47, rue de Gasperich L-1617 Luxembourg"
"AIFM REG","A00001591","PURE VALUE CAPITAL FUND S.C.A., SICAV-SIF","529900DYS2XPF2F2IA81","6, rue Dicks L-1417 Luxembourg"
"AIFM REG","A00001595","MOONFARE I S.À R.L.","","12, rue des Mérovingiens L-8070 Bertrange"
"AIFM REG","A00001597","COLUMNA GP I S.À R.L.","","2-8, rue Julien Vesque L-2668 Luxembourg"
"AIFM REG","A00001609","RKS MANAGEMENT","959800R8DMDKBSULNK65","2C, Parc d'Activités Capellen L-8308 Capellen"
"AIFM REG","A00001614","ALLUXA","","4, rue Jean Engling L-1466 Luxembourg"
"AIFM REG","A00001641","KINDRED CAPITAL FOUNDER GP S.A R.L.","984500FCA6I70F62B453","16, rue Eugène Ruppert L-2453 Luxembourg"
"AIFM REG","A00001642","CAIBUO CAPITAL S.A R.L.","254900JMFRKAU4A2IM51","152, boulevard de la Pétrusse L-2330 Luxembourg"
"AIFM REG","A00001658","BOOTSTRAP LUXEMBOURG S.A R.L.","9845009B2A8CB6607Q79","17, boulevard F.W. Raiffeisen L-2411 Luxembourg"
"AIFM REG","A00001700","DUTCH VENTURE INITIATIVE II S.A. SICAR","","15, boulevard F.W. Raiffeisen L-2411 Luxembourg"
"AIFM REG","A00001715","ORIENS FUNDS GP","","412F, route d'Esch L-1471 Luxembourg"
"AIFM REG","A00001754","INNOVATION NEST II GP SÀRL","549300HTIZNCZCIO5S87","2, place de Strasbourg L-2562 Luxembourg"
"AIFM REG","A00001765","CCL INVESTMENTS SARL","","3, rue Gabriel Lippmann L-5365 Munsbach"
"AIFM REG","A00001766","PROGASTRINE INVEST GP S.À R.L.","","2, place de Strasbourg L-2562 Luxembourg"
"AIFM REG","A00001798","ALPANA VENTURES INVESTMENTS MANAGEMENT I S.À R.L.","","127, rue de Mühlenbach L-2168 Luxembourg"
"AIFM REG","A00001800","RELBERG GP S.À R.L.","","17, rue Léon Laval L-3372 Leudelange"
"AIFM REG","A00003108","CLERVILLE","8945000QBG1IDFEESZ40","16, rue Glesener L-1630 Luxembourg"
"AIFM REG","A00001807","ALPHA STRATEGY PREMIUM, S.C.A., SICAV-SIF","254900K46C9GFPI5UR88","35A, avenue John F. Kennedy L-1855 Luxembourg"
"AIFM REG","A00001840","ESSVP IV PREMIUM CAPITAL GP S.À R.L.","2221008XHU4K85UXYU41","18, rue de l'Eau L-1449 Luxembourg "
"AIFM REG","A00001846","ARCHERS S.A R.L.","","412F, route d'Esch L-1471 Luxembourg"
"AIFM REG","A00001854","QUADIA S.A R.L.","222100P92KLPC7YAQF40","33, rue de Gasperich L-5826 Hesperange"
"AIFM REG","A00001859","PROFINPAR PARTNERS S.À R.L.","875500JGN7CJTP645N59","6, rue d'Arlon L-8399 Windhof"
"AIFM REG","A00001726","LYNX CG SICAV SIF","5299000IQP3VYI0BIX95","15, Avenue J.-F. Kennedy L-1855 Luxembourg"
"AIFM REG","A00001871","GAYO CAPITAL FUND SICAV-FIS","5493001LHJWMY3M1GY44","14, boulevard Royal L-2449 Luxembourg"
"AIFM REG","A00001882","MILESTONE INVESTISSEURS MANAGEMENT S.A R.L","","21, Rue du Fort Elisabeth L-1463 Luxembourg"
"AIFM REG","A00001891","VESALIUS BIOCAPITAL III PARTNERS SARL","","17, rue Edmond Reuter L-5326 Contern"
"AIFM REG","A00001895","12 NP SARL","222100BMLSLX9GMCDI35","12, avenue de la Porte-Neuve L-2227 Luxembourg"
"AIFM REG","A00002122","MCI ALTERNATIVE PARTNERS GP, S.À R.L.","","3, rue Gabriel Lippmann L-5365 Munsbach"
"AIFM REG","A00001916","GLACIER CAPITAL S.À R.L.","984500BB91F55397AC42","44, rue des Bruyères L-1274 Howald"
"AIFM REG","A00001996","ALTANA WEALTH","222100Z7CJ2ANSF5Z560","2C, Parc d'Activités Capellen L-8308 Capellen"
"AIFM REG","A00001998","BIP (GP)","","1, rue des Coquelicots L-1356 Luxembourg"
"AIFM REG","A00002001","ACB MANAGEMENT S.A.","222100E7XZCK216XKO75","10-12, rue Mil Neuf Cents L-2157 Luxembourg"
"AIFM REG","A00002002","NEXTECH V GP S.À R.L.","","8, rue Lou Hemmer L-1748 Senningerberg"
"AIFM REG","A00002040","ARVE FUND MANAGEMENT S.A.","391200IPIK77XH4C9O92","35, rue Glesener L-1631 Luxembourg"
"AIFM REG","A00002058","PCA PARTNERS S.À R.L.","2138002TYNSDK9CHBX96","68-70, boulevard de la Pétrusse L-2320 Luxembourg"
"AIFM REG","A00002091","HELVETIA VENTURE FUND S.A., SICAR","","1c, rue Gabriel Lippmann L-5365 Munsbach"
"AIFM REG","A00002098","MAOR","549300LX2YXW581DZ393","9, rue de Bitbourg L-1273 Luxembourg"
"AIFM REG","A00002113","AQUASOURCA S.A., SICAR 1","875500OAI4AIVU0B7Q60","16, rue Jean l'Aveugle L-1148 Luxembourg"
"AIFM REG","A00002114","MAIDEV S.À R.L., SICAR","984500CDADEB98N1EB31","412F, route d'Esch L-1471 Luxembourg"
"AIFM REG","A00002123","SOCIETAS SICAV SIF","529900LGDTZYZK19NV18","1C, rue Gabriel Lippmann L-5365 Munsbach"
"AIFM REG","A00002145","MK VENTURE CAPITAL GP S.À R.L.","","1C, rue Gabriel Lippmann L-5365 Munsbach"
"AIFM REG","A00002153","MARKET ONE CAPITAL GP SARL","549300ILHWIBGZLVO905","2, place de Strasbourg L-2562 Luxembourg"
"AIFM REG","A00002158","NJORD PARTNERS SPECIAL SITUATIONS II GP S.À R.L.","","17, boulevard F.W. Raiffeisen L-2411 Luxembourg"
"AIFM REG","A00002159","RED ANT CAPITAL SARL","984500E441E5OACYC402","1, Boulevard de la Recherche L-4373 Belvaux"
"AIFM REG","A00002160","212 REGIONAL FUND II SCS","391200GKOA26XGYHTS21","5, avenue Gaston Diderich L-1420 Luxembourg"
"AIFM REG","A00002183","ADARA VENTURE PARTNERS III S.ÀR.L.","","15, boulevard F.W. Raiffeisen L-2411 Luxembourg"
"AIFM REG","A00002194","REAM GENERAL PARTNER SARL","","153-155, rue du Kiem L-8030 Strassen"
"AIFM REG","A00002199","BEDROCK I GP S.À R.L.","","42, rue de la Vallée L-2661 Luxembourg"
"AIFM REG","A00002203","COLUMNA GP II S.À R.L.","","2-8, rue Julien Vesque L-2668 Luxembourg"
"AIFM REG","A00002204","PATRIMONIUM PRIVATE EQUITY S.À R.L.","","8, rue Lou Hemmer L-1748 Senningerberg"
"AIFM REG","A00002206","SYNTAXIS CAPITAL GP III S.À R.L.","","43-45, allée Scheffer L-2520 Luxembourg"
"AIFM REG","A00002224","DROIA INVEST S.A.","875500O7Z4SG1AWSST10","16, rue Glesener L-1630 Luxembourg"
"AIFM REG","A00002231","BLOCK ASSET MANAGEMENT S.À R.L.","98450070EEC388643B21","30, boulevard Royal L-2449 Luxembourg"
"AIFM REG","A00002232","SIX SNOW MANAGEMENT S.À R.L.","984500T71A51D5X60746","1B, Heienhaff L-1736 Senningerberg"
"AIFM REG","A00002233","VENIONAIRE VENTURES S.À R.L.","","28, Boulevard F.W. Raiffeisen L-2411 Luxembourg"
"AIFM REG","A00002236","ELIKONOS 2 GP S.À R.L.","213800YGPK8WSQSMCM49","17, boulevard F.W. Raiffeisen L-2411 Luxembourg"
"AIFM REG","A00002240","CAPITAL D GP S.À R.L.","213800JW1D9X78YV1L50","1A, Heienhaff L-1736 Senningerberg"
"AIFM REG","A00002241","REVETAS GP III S.À.R.L.","984500D3EAC76DA6A871","16, rue Eugène Ruppert L-2453 Luxembourg"
"AIFM REG","A00002248","ACTUM S.À R.L.","","1A, Heienhaff L-1736 Senningerberg"
"AIFM REG","A00002254","TVM LIFE SCIENCE INNOVATION II (GP) S.À R.L.","","8, rue Lou Hemmer L-1748 Senningerberg"
"AIFM REG","A00002256","FERMION CAPITAL","222100ATEHZXKCG9J985","2C, Parc d'Activités Capellen L-8308 Capellen"
"AIFM REG","A00002285","TDJ-PITANGO VENTURES CAPITAL MANAGEMENT","222100IXN7BGJX3ZUR87","11, avenue de la Porte-Neuve L-2227 Luxembourg"
"AIFM REG","A00002297","DILIGENT CAPITAL GP","5493000QFDV76KHVGU26","2, place de Strasbourg   L-2562 Luxembourg"
"AIFM REG","A00002377","GOOD HARVEST PARTNERS MANAGEMENT S.À R.L.","2221009CNLHZPA6YRL70","4, rue du Fort Wallis L-2714 Luxembourg"
"AIFM REG","A00002311","AXON PARTNERS GROUP LUXEMBOURG","","6A, rue Gabriel Lippmann L-5365 Munsbach"
"AIFM REG","A00002339","MAX GAIN CAPITAL S.À R.L.","","5-11, avenue Gaston Diderich L-1420 Luxembourg"
"AIFM REG","A00002342","PENINSULA CAPITAL III S.À R.L.","22210011MJ7AWK9UOM88","68-70, boulevard de la Pétrusse L-2320 Luxembourg"
"AIFM REG","A00002343","PARTNERS ADVISERS S.À R.L.","549300544CU7QF22BR70","2, Place de Strasbourg L-2562 Luxembourg"
"AIFM REG","A00002350","CREDO VENTURES (GP) S.À R.L.","","8, rue Lou Hemmer L-1748 Senningerberg"
"AIFM REG","A00002368","OCEAN INVEST GP","98450099A6CBC0BDD311","9-11, Grand-rue L-1661 Luxembourg "
"AIFM REG","A00002289","DF II GP S.À R.L.","8755002YVN71B5VD7W58","16, rue Glesener L-1630 Luxembourg"
"AIFM REG","A00002387","MPT LUXEMBOURG AIF-ITALY GP S.À R.L.","549300WMLKREYNQ41C87","25, rue Philippe II L-2340 Luxembourg"
"AIFM REG","A00002388","ARAX PROPERTIES S.À R.L.","549300NPFEOQNA88JE86","1, rue Louvigny L-1946 Luxembourg"
"AIFM REG","A00002406","FDAF FINANCE II S.À R.L.","549300RP0H017UF5EJ54","1, place d'Armes L-1136 Luxembourg"
"AIFM REG","A00002449","CGM PARTNERS S.À R.L.","254900529OZSDP489Q49","75, Parc d'Activités L-8308 Capellen"
"AIFM REG","A00002456","REVETAS KEYSTONE CEE GP S.À R.L.","984500D6443ID5CA7D95","10, rue C.M. Spoo L-2546 Luxembourg"
"AIFM REG","A00002457","REVETAS III CO-INVEST GP S.À R.L.","","10, rue C.M. Spoo L-2546 Luxembourg"
"AIFM REG","A00002458","REVETAS GP S.À R.L.","9845008E82B08E1BC541","10, rue C.M. Spoo L-2546 Luxembourg"
"AIFM REG","A00002463","FUTURA CAPITAL MANAGEMENT S.À R.L.","","77, Rue Tattenberg L-3569 Dudelange"
"AIFM REG","A00002464","LUMINOUS VENTURES GP S.À R.L.","549300VLUEB5A84FH097","2, place de Strasbourg L-2562 Luxembourg"
"AIFM REG","A00002298","LIBERTUS CAPITAL","391200DTW567Q0CC5337","31, rue de Hollerich L-1741 Luxembourg"
"AIFM REG","A00002468","GAIN CAPITAL MANAGEMENT S.À R.L.","","5, avenue Gaston Diderich L-1420 Luxembourg"
"AIFM REG","A00002473","KURZEWSKI INVESTMENT S.À R.L.","549300HMH3Q61Z7IC517","23, rue Aldringen  L-1118 Luxembourg"
"AIFM REG","A00002475","IGL CAPITAL","984500OX8B4EBD2FDE46","2C, Parc d'Activités L-8308 Capellen"
"AIFM REG","A00002476","TUSPARK CAPITAL MANAGEMENT (LUXEMBOURG) S.À R.L.","549300C2X3FQJGRHF287","25C, boulevard Royal L-2449 Luxembourg"
"AIFM REG","A00002479","NEVENTA MANAGEMENT","","412F, route d'Esch L-1471 Luxembourg"
"AIFM REG","A00002481","LANLUX FEEDERFONDS S.A.","549300SMMOQXOLWH8K10","23, rue Aldringen L-1118 Luxembourg"
"AIFM REG","A00002493","LAURION AM S.À R.L.","254900GZ033YQBAK7T27","63-65, rue de Merl L-2146 Luxembourg"
"AIFM REG","A00002500","ALPANA VENTURES INVESTMENTS MANAGEMENT II S.À R.L.","","127, rue de Mühlenbach L-2168 Luxembourg"
"AIFM REG","A00002519","EJT INVESTMENT S.À R.L.","54930039YINU1930Z859","23, rue Aldringen L-1118 Luxembourg"
"AIFM REG","A00002545","SWISS ASIA","549300VQFGCCG3X0RY66","153-155, rue du Kiem L-8030 Strassen"
"AIFM REG","A00002552","IWOCA MANAGEMENT S.À R.L.","2221009VP9QJ2ASJC208","13B, rue de Bitbourg L-1273 Luxembourg"
"AIFM REG","A00002555","ASPER COLUMBA GP S.À R.L.","2138004J511BZRSR9X37","412F, route d'Esch L-1471 Luxembourg"
"AIFM REG","A00002573","GRUNDSTEIN CAPITAL PARTNERS S.À R.L.","","31, rue de Hollerich L-1741 Luxembourg"
"AIFM REG","A00002574","INTEGRAL VENTURE PARTNERS SARL","","15, boulevard F.W. Raiffeisen L-2411 Luxembourg"
"AIFM REG","A00002601","HOPLON INVESTMENT PARTNERS GP S.À R.L.","549300E8E8URROV2XI62","412F, route d'Esch L-1471 Luxembourg"
"AIFM REG","A00002609","LEONARTO MANAGEMENT S.À R.L.","5493004DP1GNMKEVOV32","2, place de Strasbourg L-2562 Luxembourg"
"AIFM REG","A00002615","KUDY FINANCIALS","222100GR1VPY56OQ2V81","2C, Parc d'Activités L-8308 Capellen"
"AIFM REG","A00002620","PLANVEN ENTREPRENEUR VENTURES GP I S.À R.L.","","8, rue Lou Hemmer L-1748 Senningerberg"
"AIFM REG","A00002653","KINDRED CAPITAL II GP S.À R.L.","","16, rue Eugène Ruppert L-2453 Luxembourg"
"AIFM REG","A00002654","KINDRED CAPITAL II FOUNDER GP S.À R.L.","","16, rue Eugène Ruppert L-2453 Luxembourg"
"AIFM REG","A00002663","LA MAISON ITF S.A R.L., SICAR","984500EE67DFFCA9BB76","412F, route d'Esch L-1471 Luxembourg"
"AIFM REG","A00002665","FIVET FINTECH MANAGEMENT S.À R.L.","","5, Avenue Gaston Diderich L-1420 Luxembourg"
"AIFM REG","A00002666","LIMESTONE GP S.À R.L.","5493006PYOYJXI0R4W95","2, place de Strasbourg L-2562 Luxembourg"
"AIFM REG","A00002684","TLF VENTURES GP","","44, avenue J-F Kennedy L-1855 Luxembourg"
"AIFM REG","A00002685","MCI LUXEMBOURG GP S.ÀR.L.","","6, rue Dicks L-1417 Luxembourg"
"AIFM REG","A00002686","CABOT UK CPIF MANAGER, S.À R.L.","","17, boulevard F.W. Raiffeisen L-2411 Luxembourg"
"AIFM REG","A00002689","SUNNY STONE MANAGEMENT S.À R.L.","","36-38, Grand-Rue L-1660 Luxembourg"
"AIFM REG","A00002700","PINETREE REAL ESTATE DENMARK GP S.À R.L.","","1C, rue Gabriel Lippmann L-5365 Munsbach"
"AIFM REG","A00002702","MYJ GROUP","25490034SI3ZQH4XAG29","10/12, rue Mil Neuf Cents L-2157 Luxembourg"
"AIFM REG","A00002709","GLOBAL GROWTH CAPITAL MANAGER S.À R.L.","","12, rue des Mérovingiens L-8070 Bertrange"
"AIFM REG","A00002720","SARMIS CAPITAL PARTNERS I GP","","28, boulevard F.W. Raiffeisen L-2411 Luxembourg"
"AIFM REG","A00002721","DGD GP S.A R.L.","875500W6CKHMK8WLBK11","16, rue Glesener L-1630 Luxembourg"
"AIFM REG","A00002725","OUTSIZED VENTURES I GP S.À R.L.","54930040ZT1R1ONL3M22","2, place de Strsbourg L-2562 Luxembourg"
"AIFM REG","A00002734","NOVA INFRASTRUCTURE GP I S.À R.L.","","9, rue de Bitbourg L-1273 Luxembourg"
"AIFM REG","A00002736","BASIRA PARTNERS S.À R.L.","9845007UAABA1EF9EE79","36-38, Grand-Rue L-1660 Luxembourg"
"AIFM REG","A00002741","PMB INVEST GP I S.À R.L.","","2, Place de Strasbourg L-2562 Luxembourg"
"AIFM REG","A00002752","GGEF I GP S.À R.L.","222100G7JXMUEJOK7V92","18, rue de l'Eau L-1449 Luxembourg"
"AIFM REG","A00002769","ISOMER CAPITAL OPPORTUNITIES GP S.À R.L.","","8, rue Lou Hemmer L-1748 Senningerberg"
"AIFM REG","A00002771","ISOMER CAPITAL II GP S.À R.L.","","8, rue Lou Hemmer L-1748 Senningerberg"
"AIFM REG","A00002780","FOUNDERFUL S.À R.L.","","5, avenue Gaston Diderich L-1420 Luxembourg"
"AIFM REG","A00002794","DIFFUSION CAPITAL PARTNERS II S.À R.L.","","1A, Heienhaff L-1736 Senningerberg"
"AIFM REG","A00002797","HELLOWORLD VENTURE CAPITAL GP S.À R.L.","549300UYSJ8SVT6JKW40","2, place de Strasbourg L-2562 Luxembourg"
"AIFM REG","A00002803","CLCF PARTNERS S.A.","5493006LAG5JY8LAK606","16, rue Glesener L-1630 Luxembourg"
"AIFM REG","A00002809","MANDALORE PARTNERS S.À R.L.","54930008R2CX78AOLN85","39, boulevard Joseph II L-1840 Luxembourg"
"AIFM REG","A00002811","INCONCORDIA MANAGEMENT S.À R.L.","5493002NXK77RP8GF893","2, place de Strasbourg L-2562 Luxembourg"
"AIFM REG","A00002822","UHURU PARTNERS S.À R.L.","","17, boulevard F.W. Raiffeisen L-2411 Luxembourg"
"AIFM REG","A00002827","FOURSAN CAPITAL PARTNERS HOLDINGS SARL","222100EDXFIVYCD8WA58","412F, route d'Esch L-1471 Luxembourg"
"AIFM REG","A00002840","MF ASSOCIATES S.À R.L.","","12, rue des Mérovingiens L-8070 Bertrange"
"AIFM REG","A00002918","SAGONA CAPITAL (LUXEMBOURG) S.À R.L.","","15, rue de l'Industrie L-8069 Bertrange"
"AIFM REG","A00002801","ACCURAFY ADVISORY","","13, rue de Bitbourg L-1273 Luxembourg"
"AIFM REG","A00002858","CATALYST II GP S.À R.L.","","8, rue Lou Hemmer L-1748 Senningerberg"
"AIFM REG","A00002860","MILL REEF CAPITAL GP","984500EA83D3KI6B1202","15, boulevard F.W. Raiffeisen  L-2411 Luxembourg"
"AIFM REG","A00002876","ROSEWOOD CAPITAL","254900ZXHK90QNFFED53","4, rue Fort Wallis L-2714 Luxembourg"
"AIFM REG","A00002882","BTOV DIRECT INVESTMENT MANAGER S.À R.L.","","8, rue Lou Hemmer L-1748 Luxembourg"
"AIFM REG","A00002883","EIGHTEEN48 GENERAL PARTNER SÀRL","","12E, rue Guillaume J. Kroll L-1882 Luxembourg"
"AIFM REG","A00002927","AVIOR S.A.","222100V8YFING2MCT622","11, rue Eugène Ruppert L-2453 Luxembourg"
"AIFM REG","A00002936","L1D (LUX) GP","213800SMIYXFPM6A2Q95","7, rue Lou Hemmer L-1748 Senningerberg"
"AIFM REG","A00002947","CONSTELLA CAPITAL MANAGEMENT S.à r.l.","3912006U0WR3GLCBOE16","180, route de Longwy L-1940 Luxembourg"
"AIFM REG","A00002949","TCEE FUND IV GP S.À R.L.","","8, rue Lou Hemmer L-1748 Senningerberg"
"AIFM REG","A00002951","BOTLAB S.À R.L.","894500673FSO7N450Z72","9-11, Grand-Rue L-1661 Luxembourg"
"AIFM REG","A00002955","HOUSE HANOVER S.À R.L.","","130, Boulevard de la Pétrusse L-2330 Luxembourg"
"AIFM REG","A00002958","CLIMB PARTNERS GP S.À R.L.","","4a, rue Henri M. Schnadt L-2530 Luxembourg"
"AIFM REG","A00002976","BLUEPEAK PRIVATE CAPITAL GP","21380049LKDRAS82KU90","1A, Heienhaff L-1736 Senningerberg"
"AIFM REG","A00002995","ESTARI MANAGEMENT S.À R.L.","","2, place de Strasbourg L-2562 Luxembourg"
"AIFM REG","A00002996","MONDI CAPITAL S.À.R.L.","5299001W9XOO1DEIY590","16, rue Erasme L-1468 Luxembourg"
"AIFM REG","A00002997","HEGCF II GP, S.A R.L.","","3, rue Gabriel Lippmann L-5365 Munsbach"
"AIFM REG","A00002999","PHOENIX ASIA VI(D) GP S.À R.L.","","15, boulevard F.W. Raiffeisen L-2411 Luxembourg"
"AIFM REG","A00003000","PROTEIN CAPITAL MANAGEMENT","2221001AJ79T93G6CQ24","2C, Parc d'Activités L-8308 Capellen"
"AIFM REG","A00003002","CRESCO TERRA HOLDINGS S.À R.L.","529900G3I8PX40ALKF70","6, rue d'Arlon L-8399 Windhof"
"AIFM REG","A00003003","JF300K S.A.","","11, rue Glesener L-1631 Luxembourg"
"AIFM REG","A00003004","MEDICAL INVESTMENT GROUP GP S. À R.L.","","2, place de Strasbourg L-2562 Luxembourg"
"AIFM REG","A00003006","DENHAM INTERNATIONAL POWER GP S.À R.L.","","7, place du Théâtre L-2613 Luxembourg"
"AIFM REG","A00003008","GMP S.À R.L.","2221001DGK72QQILHO73","18, rue de l'Eau L-1449 Luxembourg"
"AIFM REG","A00003009","HORUS MANAGEMENT","213800DLPU2FCXEMJH11","2C, Parc d'Activités L-8308 Capellen"
"AIFM REG","A00003010","ATLANTIC ENTREPRENEUR LUXEMBOURG S.À R.L.","","62, avenue de la Liberté L-1930 Luxembourg"
"AIFM REG","A00003036","I&I BIOTECH I GP SARL","","42, rue de la Vallée L-2661 Luxembourg"
"AIFM REG","A00003037","DANIELS FIRST MANAGEMENT S.À R.L.","","412F, route d'Esch L-1471 Luxembourg"
"AIFM REG","A00003052","PEA NOVELLO S.A.S.","","33, rue du Puits Romain L-8070 Bertrange"
"AIFM REG","A00003066","AITR S.À R.L.","984500EVFAD146CD5535","2, place de Strasbourg L-2562 Luxembourg"
"AIFM REG","A00003069","ILAVSKA VUILLERMOZ CAPITAL S.À R.L.","","63-65, rue de Merl L-2146 Luxembourg"
"AIFM REG","A00003077","HORIZON EQUITY PARTNERS MANAGEMENT II S.À R.L","","15, boulevard F.W. Raiffeisen L-2411 Luxembourg"
"AIFM REG","A00003079","RAIZERS AM SARL","","8, rue de la Grève L-1643 Luxembourg"
"AIFM REG","A00003081","FRONTTRAIL GP S.À R.L.","","24, rue Astrid L-1143 Luxembourg"
"AIFM REG","A00003083","BIP GENERAL PARTNER","","1, rue des Coquelicots L-1356 Luxembourg"
"AIFM REG","A00003085","REAL INVESTMENTS IV (GP) S.À R.L.","","2, boulevard Dr Ernest Feltgen L-1515 Luxembourg"
"AIFM REG","A00003086","REAL INVESTMENTS III (GP) S.À R.L.","","370, route de Longwy L-1940 Luxembourg"
"AIFM REG","A00003087","KARMA VENTURES II GP S.À R.L.","875500CCT1ACH0SVEQ40","1b, rue Jean Piret L-2350 Luxembourg"
"AIFM REG","A00003096","LUXWINE INVEST G.P. S.À R.L.","529900TY8GNBR8NTRF71","24, rue Astrid L-1143 Luxembourg"
"AIFM REG","A00003100","VELOMED","","2, place de Strasbourg L-2562 Luxembourg"
"AIFM REG","A00003101","BLUEFIELD LUX GP S.À R.L.","2138005AFXMN48WATF61","18, rue de l'Eau L-1449 Luxembourg"
"AIFM REG","A00003114","TAKARA VC FUND MANAGEMENT S.À R.L.  ","984500CCADBFB1P3DD37","45, avenue de la Liberté L-1931 Luxembourg"
"AIFM REG","A00003118","ARK CAPITAL GP, SARL","636700744MUOS66CUF88","412F, route d'Esch L-1471 Luxembourg"
"AIFM REG","A00003121","ARCOS CREDIT (GP)","222100G9WH9H573VEO54","15, boulevard F.W. Raiffeisen L-2411 Luxembourg"
"AIFM REG","A00003129","HARVEST GP S.À R.L.","","11-13, boulevard de la Foire L-1528 Luxembourg"
"AIFM REG","A00003144","BOMBYX CAPITAL GP S.À R.L.","","20, rue de la Poste L-2346 Luxembourg"
